trade_num,original_pnl,adjusted_pnl,skipped,slippage_cost,spread_cost,lot_penalty,balance_theo,balance_real
213,-10.704513845663314,-11.083668104463428,False,0.37915425880011433,0.0,-0.0,530.4689865544333,325.5404922296329
214,1.9400519336120396,1.3317290747817907,False,0.6083228588302488,0.0,0.0,532.4090384880453,326.87222130441467
215,8.974079529417963,8.42256699714603,False,0.5515125322719339,0.0,0.0,541.3831180174633,335.2947883015607
216,8.651424412076508,8.306664772937163,False,0.3447596391393462,0.0,0.0,550.0345424295398,343.60145307449784
217,20.7993850031811,20.358667020805573,False,0.44071798237552956,0.0,0.0,570.8339274327209,363.9601200953034
218,21.448481125787737,21.15387768569349,False,0.29460344009424533,0.0,0.0,592.2824085585087,385.1139977809969
219,17.044371498930673,15.508045048806943,False,0.7563264501237288,0.78,0.0,609.3267800574394,400.62204282980383
220,5.592992719707581,4.453550493204639,False,0.26194222650294285,0.8775,0.0,614.9197727771469,405.0755933230085
221,-2.653733986151124,-3.5705735432274404,False,0.9168395570763161,0.0,-0.0,612.2660387909958,401.50501977978104
222,-6.147719672589105,-6.605434810905936,False,0.4577151383168314,0.0,-0.0,606.1183191184067,394.8995849688751
223,0.6002540202433977,-0.14288500374983504,False,0.7431390239932327,0.0,0.0,606.7185731386501,394.7566999651253
224,-2.9365862273385943,-4.592029285189019,False,0.7779430578504243,0.8775,-0.0,603.7819869113115,390.16467067993625
225,64.42360980594923,64.0960913920304,False,0.32751841391881814,0.0,0.0,668.2055967172607,454.26076207196667
226,27.097447221036788,26.696290659460097,False,0.40115656157669294,0.0,0.0,695.3030439382975,480.95705273142676
227,-15.602662593417591,-17.76358838762979,False,1.1859257942122,0.9750000000000001,-0.0,679.7003813448799,463.19346434379696
228,45.450359035907866,44.80187054208429,False,0.6484884938235761,0.0,0.0,725.1507403807877,507.9953348858812
229,-5.881612699857044,-6.579706180497142,False,0.6980934806400988,0.0,-0.0,719.2691276809308,501.41562870538405
230,-27.28644536397077,-28.49409646620962,False,1.2076511022388499,0.0,-0.0,691.98268231696,472.92153223917444
231,39.265698879734146,37.35684812171765,False,0.9338507580164963,0.9750000000000001,0.0,731.2483811966941,510.2783803608921
232,19.497730205712642,17.515934981661978,False,0.9092952240506633,1.0725,0.0,750.7461114024068,527.794315342554
233,26.70137891647498,25.18702724010331,False,0.4418516763716697,1.0725,0.0,777.4474903188817,552.9813425826574
234,-31.427980750622908,-33.5050721127585,False,0.9070913621355873,1.17,-0.0,746.0195095682589,519.4762704698989
235,-6.794964836074115,-8.82417349766192,False,0.9567086615878044,1.0725,-0.0,739.2245447321848,510.6520969722369
236,-19.877654220498968,-20.279782100914762,False,0.4021278804157929,0.0,-0.0,719.3468905116858,490.37231487132215
237,30.081199023085972,28.731207514078314,False,0.2774915090076599,1.0725,0.0,749.4280895347719,519.1035223854004
238,72.85522739887156,72.56369512226192,False,0.2915322766096492,0.0,0.0,822.2833169336434,591.6672175076624
239,10.208475131486352,8.900581616283107,False,1.3078935152032458,0.0,0.0,832.4917920651297,600.5677991239455
240,11.949840679388046,10.707778537174322,False,1.2420621422137244,0.0,0.0,844.4416327445178,611.2755776611199
241,20.70878659626395,19.863677123091396,False,0.8451094731725514,0.0,0.0,865.1504193407818,631.1392547842113
242,29.224832402002193,26.51064762271512,False,1.446684779287073,1.2675,0.0,894.375251742784,657.6499024069265
243,24.311465616050924,23.00807448792089,False,1.3033911281300352,0.0,0.0,918.6867173588349,680.6579768948474
244,-35.552565342187364,-35.92843506780377,False,0.3758697256164048,0.0,-0.0,883.1341520166476,644.7295418270436
245,65.87488850355052,64.41210146573727,False,1.4627870378132577,0.0,0.0,949.0090405201981,709.1416432927808
246,87.92424936294454,85.97433189883067,False,0.5849174641138608,1.3650000000000002,0.0,1036.9332898831426,795.1159751916115
247,5.070961871188501,3.318793765819418,False,1.7521681053690836,0.0,0.0,1042.004251754331,798.434768957431
248,12.810214277038767,11.863801981108415,False,0.9464122959303525,0.0,0.0,1054.8144660313699,810.2985709385393
249,-10.038866970776553,-11.794614779762302,False,1.7557478089857483,0.0,-0.0,1044.7755990605933,798.503956158777
250,105.98218088149906,104.8521630204352,False,1.1300178610638643,0.0,0.0,1150.7577799420924,903.3561191792122
251,-38.44147694099023,-39.71733719377895,False,1.2758602527887222,0.0,-0.0,1112.3163030011021,863.6387819854333
252,12.46737414721281,11.414734487863232,False,1.0526396593495777,0.0,0.0,1124.783677148315,875.0535164732966
253,11.683130360336747,8.521499285012313,False,1.5041310753244341,1.6575000000000002,0.0,1136.4668075086518,883.5750157583088
254,-1.1314889781074555,-4.299638555802114,False,1.5106495776946587,1.6575000000000002,-0.0,1135.3353185305443,879.2753772025068
255,10.644379202000266,7.163802883956015,False,1.8230763180442513,1.6575000000000002,0.0,1145.9796977325445,886.4391800864628
256,8.024827800835624,4.3566505835744,False,2.0106772172612244,1.6575000000000002,0.0,1154.0045255333803,890.7958306700372
257,-9.02098817882134,-9.938058083175278,False,0.9170699043539373,0.0,-0.0,1144.9835373545588,880.8577725868619
258,1.3965256128644938,1.0020349342133321,False,0.3944906786511616,0.0,0.0,1146.3800629674233,881.8598075210753
259,110.73631165027494,108.757807401618,False,1.9785042486569464,0.0,0.0,1257.1163746176983,990.6176149226933
260,-6.102230805504661,-6.7050021372421185,False,0.6027713317374574,0.0,-0.0,1251.0141438121937,983.9126127854512
261,11.702125233731408,8.645020567199918,False,1.204604666531491,1.8525,0.0,1262.716269045925,992.5576333526511
262,53.48894284575486,52.637129541463935,False,0.8518133042909307,0.0,0.0,1316.2052118916797,1045.194762894115
263,13.406645344367973,11.599709075691466,False,1.8069362686765071,0.0,0.0,1329.6118572360476,1056.7944719698064
264,-0.15873044075732423,-1.1052063609416898,False,0.9464759201843655,0.0,-0.0,1329.4531267952902,1055.6892656088646
265,-9.387815573976468,-11.785491314523787,False,2.3976757405473186,0.0,-0.0,1320.0653112213138,1043.9037742943408
266,-15.22593205289013,-16.63696487894366,False,1.4110328260535334,0.0,-0.0,1304.8393791684236,1027.2668094153971
267,15.245903914142502,13.56033598538538,False,1.6855679287571221,0.0,0.0,1320.085283082566,1040.8271454007825
268,-0.8379244647764494,-1.267947971020507,False,0.43002350624405755,0.0,-0.0,1319.2473586177896,1039.559197429762
269,22.356085406015893,20.71714107028374,False,1.6389443357321518,0.0,0.0,1341.6034440238054,1060.2763385000458
270,-36.652835215687105,-38.605832597519715,False,1.952997381832611,0.0,-0.0,1304.9506088081184,1021.6705059025261
271,26.167810353887262,22.48697010138115,False,1.7308402525061117,1.9500000000000002,0.0,1331.1184191620057,1044.1574760039073
272,-6.553587608416649,-9.008538711056172,False,2.454951102639523,0.0,-0.0,1324.564831553589,1035.148937292851
273,132.8226629495606,130.23240686825253,False,0.6402560813080691,1.9500000000000002,0.0,1457.3874945031498,1165.3813441611037
274,17.5698097305864,14.692754752581259,False,0.7320549780051417,2.145,0.0,1474.9573042337363,1180.074098913685
275,6.887128885294743,3.051833568421262,False,1.6902953168734811,2.145,0.0,1481.844433119031,1183.1259324821062
276,-4.925721078140384,-5.487846622116742,False,0.5621255439763582,0.0,-0.0,1476.9187120408906,1177.6380858599896
277,-55.963741171272204,-56.40400161919639,False,0.4402604479241896,0.0,-0.0,1420.9549708696184,1121.2340842407932
278,24.80994098148375,23.1534144848663,False,1.65652649661745,0.0,0.0,1445.7649118511022,1144.3874987256595
279,24.568122125734533,23.295678891924805,False,1.2724432338097296,0.0,0.0,1470.3330339768368,1167.6831776175843
280,52.37399635731944,49.25398203275235,False,0.975014324567096,2.145,0.0,1522.7070303341561,1216.9371596503368
281,65.10120862575009,61.961921099544526,False,0.8967875262055666,2.2425,0.0,1587.8082389599062,1278.8990807498813
282,61.12083086730286,58.22665953767026,False,2.8941713296326013,0.0,0.0,1648.929069827209,1337.1257402875515
283,163.56283918022925,154.82870908485154,False,2.2341300953777026,6.5,0.0,1812.4919090074384,1491.954449372403
284,-75.74317851279505,-79.43334881995096,False,1.0576703071559035,2.6325000000000003,-0.0,1736.7487304946433,1412.521100552452
285,65.59942654577313,61.366211438305385,False,1.6982151074677394,2.535,0.0,1802.3481570404165,1473.8873119907573
286,-59.40085385548215,-61.42565266880541,False,2.0247988133232626,0.0,-0.0,1742.9473031849343,1412.4616593219519
287,-66.227766982644,-68.88940341410084,False,2.661636431456838,0.0,-0.0,1676.7195362022903,1343.572255907851
288,-65.26822640876802,-66.32242466559956,False,1.0541982568315447,0.0,-0.0,1611.4513097935223,1277.2498312422515
289,-1.6534472994044336,-3.3733688378361513,False,1.7199215384317177,0.0,-0.0,1609.797862494118,1273.8764624044154
290,55.93876283912448,53.41406359964931,False,2.5246992394751677,0.0,0.0,1665.7366253332425,1327.2905260040648
291,72.093931264439,70.38882417602214,False,1.7051070884168553,0.0,0.0,1737.8305565976816,1397.6793501800869
292,19.825315033442422,16.337309806883486,False,0.9530052265589372,2.535,0.0,1757.655871631124,1414.0166599869704
293,-49.86053313315557,-55.620722855865495,False,3.225189722709927,2.535,-0.0,1707.7953384979685,1358.3959371311048
294,-2.33029638256059,-7.222507070286283,False,2.3572106877256926,2.535,-0.0,1705.4650421154079,1351.1734300608184
295,-65.7011965648224,-66.65682297705546,False,0.955626412233065,0.0,-0.0,1639.7638455505855,1284.516607083763
296,95.57380483115487,95.011452151864,False,0.5623526792908732,0.0,0.0,1735.3376503817403,1379.5280592356269
297,-24.186032470700127,-33.38338032305927,False,2.4373478523591467,6.76,-0.0,1711.1516179110401,1346.1446789125675
298,-39.49841505157343,-42.30357396485061,False,2.805158913277173,0.0,-0.0,1671.6532028594668,1303.841104947717
299,40.2268442139313,39.081364281289716,False,1.145479932641582,0.0,0.0,1711.8800470733981,1342.9224692290068
300,99.28146864548611,96.69939575026481,False,2.582072895221309,0.0,0.0,1811.1615157188842,1439.6218649792715
301,0.7153138256689715,-0.9961832349476885,False,1.71149706061666,0.0,0.0,1811.8768295445532,1438.6256817443239
302,-43.719541372021325,-45.12064762525506,False,1.401106253233733,0.0,-0.0,1768.157288172532,1393.5050341190688
303,26.676203909218202,0.0,True,0.0,0.0,0.0,1794.8334920817501,1393.5050341190688
304,11.274500411253584,3.107771769025412,False,1.1467286422281726,7.0200000000000005,0.0,1806.1079924930036,1396.6128058880943
305,-53.454800721487615,-55.72080521864069,False,2.2660044971530766,0.0,-0.0,1752.653191771516,1340.8920006694536
306,-24.83655217277547,-27.69206752565001,False,2.8555153528745407,0.0,-0.0,1727.8166395987405,1313.1999331438037
307,-41.387009471652135,-42.984865760316694,False,1.597856288664558,0.0,-0.0,1686.4296301270883,1270.215067383487
308,46.005217509249974,43.79350615131674,False,2.2117113579332326,0.0,0.0,1732.4348476363384,1314.0085735348036
309,-49.63787688458021,-53.93286840278597,False,1.759991518205765,2.535,-0.0,1682.7969707517582,1260.0757051320177
310,94.64208320879841,92.04512220243207,False,2.5969610063663393,0.0,0.0,1777.4390539605565,1352.1208273344498
311,2.732128773342126,-1.8811222066352977,False,1.9807509799774239,2.6325000000000003,0.0,1780.1711827338986,1350.2397051278144
312,-58.82497915242457,-67.64010364300853,False,1.795124490583958,7.0200000000000005,-0.0,1721.3462035814741,1282.5996014848058
313,147.04651385122304,144.98339875250238,False,2.0631150987206706,0.0,0.0,1868.3927174326973,1427.5830002373082
314,-30.139975500965196,-31.117143194146514,False,0.9771676931813179,0.0,-0.0,1838.252741931732,1396.4658570431616
315,23.16615042872178,20.993665004677272,False,2.17248542404451,0.0,0.0,1861.4188923604538,1417.4595220478388
316,80.58061695907692,77.24771620583905,False,0.6029007532378622,2.7300000000000004,0.0,1941.9995093195307,1494.7072382536778
317,-55.43451139271725,-60.67495843850267,False,2.4129470457854247,2.8274999999999997,-0.0,1886.5649979268135,1434.0322798151751
318,44.98938300599435,39.69788832443368,False,2.5614946815606685,2.7300000000000004,0.0,1931.5543809328078,1473.7301681396088
319,-36.03405509347114,-39.46229122640724,False,0.6007361329361006,2.8274999999999997,-0.0,1895.5203258393367,1434.2678769132017
320,-28.90236493586963,-34.882180835848054,False,3.249815899978423,2.7300000000000004,-0.0,1866.617960903467,1399.3856960773537
321,-81.55850244760411,-86.89212591865022,False,2.603623471046115,2.7300000000000004,-0.0,1785.059458455863,1312.4935701587035
322,-30.405591058301287,-34.81399291931679,False,1.7759018610155002,2.6325000000000003,-0.0,1754.6538673975617,1277.6795772393866
323,60.551221730491505,59.90928850794677,False,0.6419332225447331,0.0,0.0,1815.2050891280533,1337.5888657473333
324,28.251900622686026,27.47837079693141,False,0.7735298257546149,0.0,0.0,1843.4569897507392,1365.0672365442647
325,45.09444350472183,43.343962874875956,False,1.7504806298458755,0.0,0.0,1888.551433255461,1408.4111994191408
326,18.563542607294096,15.79281457665404,False,2.7707280306400555,0.0,0.0,1907.114975862755,1424.2040139957949
327,14.277245060169646,9.358741546322632,False,2.091003513847015,2.8274999999999997,0.0,1921.3922209229247,1433.5627555421174
328,-30.59500712356542,-36.33553440907566,False,2.9130272855102466,2.8274999999999997,-0.0,1890.7972137993593,1397.2272211330417
329,11.147868385587005,7.060423432523345,False,1.3574449530636588,2.7300000000000004,0.0,1901.9450821849464,1404.287644565565
330,-62.221947889833025,-64.37805352898938,False,2.1561056391563618,0.0,-0.0,1839.7231342951134,1339.9095910365756
