exit_date,trades,wins,losses,win_rate,gross_profit,gross_loss,net_pnl,avg_pnl,max_win,max_loss,profit_factor,avg_duration,cumulative_pnl
2025-03-28,7,3,4,0.42857142857142855,3895.240630388301,1980.884332648636,1914.3562977396648,273.4794711056664,1379.199394226085,-533.615594670274,1.9664149825345851,0 days 02:40:42.857142857,58585.67771538322
2025-03-30,1,1,0,1.0,1232.1694314479928,0.0,1232.1694314479928,1232.1694314479928,1232.1694314479928,1232.1694314479928,1232169431447.9927,2 days 03:30:00,59817.84714683121
2025-03-31,4,0,4,0.0,0.0,1546.0270895510616,-1546.0270895510616,-386.5067723877654,-212.81971040868882,-536.7664137153042,0.0,0 days 04:18:45,58271.82005728015
2025-04-01,9,3,6,0.3333333333333333,3735.8395657539295,2957.1585176207104,778.6810481332194,86.5201164592466,1388.439348936081,-519.390006621785,1.2633206990742367,0 days 03:11:40,59050.50110541337
2025-04-02,7,4,3,0.5714285714285714,5251.429420351968,1463.4705470909494,3787.9588732610187,541.1369818944312,1439.9506881237255,-602.9783717393769,3.588339670238413,0 days 03:19:17.142857142,62838.45997867439
2025-04-03,10,5,5,0.5,7567.61025810244,2785.5048058383295,4782.10545226411,478.210545226411,1677.2058362961059,-656.8987653382751,2.716782337708041,0 days 02:24:00,67620.5654309385
2025-04-04,27,11,16,0.4074074074074074,18437.017229318528,9250.854279807307,9186.16294951122,340.2282573893044,1832.2118926048279,-706.5442765134587,1.9930069885072892,0 days 00:46:40,76806.72838044971
2025-04-06,4,1,3,0.25,1421.7750399112801,1932.0705769482574,-510.2955370369773,-127.57388425924432,1421.7750399112801,-709.8216205832358,0.7358815236227039,0 days 12:48:45,76296.43284341274
2025-04-07,23,6,17,0.2608695652173913,8809.574021392322,9812.959471525452,-1003.3854501331291,-43.62545435361431,1831.8140594959395,-761.882118418702,0.8977489458664655,0 days 00:54:07.826086956,75293.04739327962
2025-04-08,9,3,6,0.3333333333333333,5385.874336481081,3382.509498284123,2003.364838196958,222.59609313299535,1829.9796316623963,-678.857776068436,1.592271755397353,0 days 02:40:00,77296.41223147657
2025-04-09,24,9,15,0.375,13652.247434631623,9204.125406142453,4448.122028489171,185.33841785371544,1989.0045050382464,-789.0276613672756,1.4832748177812394,0 days 00:59:22.500000,81744.53425996575
2025-04-10,12,8,4,0.6666666666666666,15936.222542524338,3067.9300879319226,12868.292454592416,1072.357704549368,2171.8030858039856,-912.3325380796331,5.194454269088926,0 days 01:57:30,94612.82671455816
2025-04-11,12,4,8,0.3333333333333333,8467.516965866042,6255.416392591844,2212.100573274198,184.3417144395165,2315.209164261783,-917.580587980791,1.353629628220104,0 days 01:33:45,96824.92728783237
2025-04-14,4,1,3,0.25,1845.6201031208166,1699.2000191054774,146.42008401533917,36.60502100383479,1845.6201031208166,-663.6830519996585,1.086170010810393,0 days 17:03:45,96971.3473718477
2025-04-15,3,1,2,0.3333333333333333,1937.3779213428365,1548.625626949496,388.75229439334043,129.58409813111348,1937.3779213428365,-801.1211604720543,1.251030518692313,0 days 06:40:00,97360.09966624105
2025-04-16,4,3,1,0.75,6624.77289175992,575.6222737558915,6049.150618004028,1512.287654501007,2379.606078386343,-575.6222737558915,11.508889064583588,0 days 07:07:30,103409.25028424508
2025-04-17,4,1,3,0.25,1938.6106996535977,1798.9331472242982,139.67755242929968,34.91938810732492,1938.6106996535977,-783.0327435969065,1.0776446599168057,0 days 05:30:00,103548.92783667438
2025-04-20,1,1,0,1.0,2455.478174686432,0.0,2455.478174686432,2455.478174686432,2455.478174686432,2455.478174686432,2455478174686.4316,2 days 22:00:00,106004.40601136081
2025-04-21,1,0,1,0.0,0.0,533.107467493972,-533.107467493972,-533.107467493972,-533.107467493972,-533.107467493972,0.0,0 days 10:45:00,105471.29854386684
2025-04-22,4,2,2,0.5,4231.2067877054,1463.1681839035173,2768.038603801882,692.0096509504705,2226.9784938096636,-888.5775466292841,2.8918116415142125,0 days 08:41:15,108239.33714766872
