session,trades,net_pnl,win_rate,avg_pnl
Asia (00-08),650,266119.9213929151,0.4646153846153846,409.4152636814078
London (08-13),470,201164.7577447389,0.41914893617021276,428.01012286114656
New York (17-22),278,89099.55582357616,0.460431654676259,320.50199936538183
Overlap (13-17),468,156837.989186028,0.4188034188034188,335.12390851715384
